symbol,sector,Ask,Ask.Size,Average.Daily.Volume,Bid,Bid.Size,Book.Value,Change,Change.From.200.day.Moving.Average,Change.From.50.day.Moving.Average,Change.From.52.week.High,Change.From.52.week.Low,Change.in.Percent,Currency,Days.High,Days.Low,Days.Range,Dividend.Pay.Date,Dividend.per.Share,Dividend.Yield,EBITDA,EPS,EPS.Estimate.Current.Year,EPS.Estimate.Next.Quarter,EPS.Estimate.Next.Year,Ex.Dividend.Date,Float.Shares,High.52.week,Last.Trade.Date,Last.Trade.Price.Only,Last.Trade.Size,Last.Trade.With.Time,Low.52.week,Market.Capitalization,Moving.Average.200.day,Moving.Average.50.day,Name,Open,PE.Ratio,PEG.Ratio,Percent.Change.From.200.day.Moving.Average,Percent.Change.From.50.day.Moving.Average,Percent.Change.From.52.week.High,Percent.Change.From.52.week.Low,Previous.Close,Price.to.Book,Price.to.EPS.Estimate.Current.Year,Price.to.EPS.Estimate.Next.Year,Price.to.Sales,Range.52.week,Revenue,Shares.Outstanding,Short.Ratio,Stock.Exchange,Target.Price.1.yr.,Volume,Return.Avg.50.day
ROST,Consumer Services,64.22,300,2409680,64.21,300,7.01,0.14,-1.72,-0.88,-5.59,12.22,0.0022,USD,64.27,63.96,63.96 - 64.27,3/31/17,0.64,0.98,2110000000,2.83,3.15,0.78,3.44,3/8/17,3.83E+08,69.81,5/2/17,64.22,100,12:17pm - <b>64.22</b>,52,2.52E+10,65.94,65.1,"Ross Stores, Inc.",64.07,22.69,1.89,-0.0262,-0.0135,-0.0801,0.235,64.08,9.14,20.39,18.67,1.95,52.00 - 69.81,1.29E+10,3.92E+08,2.34,NMS,73.3,698973,-8.81E-04
RP,Technology,37.6,700,439382,37.55,800,4.94,0.175,6.04,1.628,-0.075,17.565,0.00468,USD,37.575,37.05,37.050 - 37.575,NA,NA,NA,8.14E+07,0.21,0.93,0.22,1.15,NA,5.48E+07,37.65,5/2/17,37.575,100,12:16pm - <b>37.575</b>,20.01,2.93E+09,31.535,35.947,"RealPage, Inc.",37.45,178.929,1.93,0.19154,0.04529,-0.00199,0.87781,37.4,7.571,40.403,32.674,5.127,20.010 - 37.650,5.68E+08,7.79E+07,1.64,NMS,38.6,131778,0.001762036
RPD,Technology,17.17,100,212184,17.12,100,1,0.13,3.21,1.52,-2.17,6.49,0.0077,USD,17.12,16.9,16.90 - 17.12,NA,NA,NA,-4.23E+07,-1.19,-0.66,-0.21,-0.46,NA,1.66E+07,19.29,5/2/17,17.12,100,12:15pm - <b>17.12</b>,10.63,7.19E+08,13.91,15.6,"Rapid7, Inc.",16.9,NA,-1.03,0.2308,0.0974,-0.1125,0.6105,16.99,16.96,NA,NA,4.53,10.63 - 19.29,1.57E+08,4.20E+07,6.16,NGM,19.11,42606,0.003025749
RPXC,Miscellaneous,12.78,300,406064,12.77,400,9.724,-0.015,1.594,0.435,-0.36,4.175,-0.00117,USD,12.86,12.69,12.690 - 12.860,NA,NA,NA,2.07E+08,0.36,0.73,0.2,0.8,NA,4.05E+07,13.135,5/2/17,12.775,100,12:17pm - <b>12.775</b>,8.6,6.20E+08,11.181,12.34,RPX Corporation,12.78,35.486,1.1,0.1426,0.03523,-0.02741,0.48547,12.79,1.315,17.5,15.969,1.863,8.600 - 13.135,3.33E+08,4.85E+07,0.92,NMS,12.25,137912,0.003570984
RRD,Miscellaneous,NA,NA,1472120,NA,NA,-1.51,-0.05,-3.55,0.24,-20.46,1.34,-0.004,USD,12.46,12.21,12.21 - 12.46,6/1/17,0.56,4.46,4.69E+08,-7.09,0.98,0.02,1.24,2/13/17,6.93E+07,32.83,5/2/17,12.37,200,12:17pm - <b>12.37</b>,11.03,8.64E+08,15.92,12.13,R.R. Donnelley & Sons Company C,12.43,NA,1.7,-0.2228,0.0194,-0.6232,0.1218,12.42,NA,12.62,9.98,0.13,11.03 - 32.83,6.90E+09,6.99E+07,1.29,NYQ,23.5,360241,-0.006108629
RRGB,Consumer Services,59.65,200,312584,59.6,200,27.13,-0.05,7.83,2.99,-7.36,18.75,-8.00E-04,USD,60.15,58.95,58.95 - 60.15,NA,NA,NA,1.37E+08,0.87,2.77,0.65,3.22,NA,1.20E+07,66.96,5/2/17,59.6,199,12:16pm - <b>59.60</b>,40.85,7.66E+08,51.77,56.61,"Red Robin Gourmet Burgers, Inc.",59.9,68.51,2.27,0.1512,0.0527,-0.1099,0.459,59.65,2.2,21.52,18.51,0.59,40.85 - 66.96,1.30E+09,1.29E+07,8.29,NMS,61.29,65469,0.004349716
RRR,Consumer Services,23.12,300,497695,23.11,100,5.31,0.03,0.37,0.79,-1.55,4.62,0.0013,USD,23.53,23.06,23.06 - 23.53,3/31/17,0.4,1.71,4.91E+08,1.03,1.33,0.31,1.47,3/13/17,6.20E+07,24.67,5/2/17,23.12,100,12:15pm - <b>23.12</b>,18.5,1.52E+09,22.75,22.33,"Red Rock Resorts, Inc.",23.17,22.47,7.72,0.0164,0.0353,-0.0628,0.2497,23.09,4.35,17.78,15.73,1.05,18.50 - 24.67,1.45E+09,6.59E+07,4.09,NMS,26,68932,6.26E-05
RSYS,Technology,3.98,600,152521,3.96,200,1.47,-0.07,-0.24,0.07,-1.83,0.34,-0.0173,USD,4.05,3.76,3.76 - 4.05,NA,NA,NA,2.81E+06,-0.27,0.11,-0.03,0.22,NA,3.28E+07,5.81,5/2/17,3.98,100,12:12pm - <b>3.98</b>,3.64,1.55E+08,4.22,3.91,RadiSys Corporation,4.05,NA,4.6,-0.0574,0.0171,-0.315,0.0934,4.05,2.76,36.18,18.09,0.74,3.64 - 5.81,2.12E+08,3.89E+07,6.44,NMS,5.85,11057,0.001113713
RTIX,Health Care,4.6,8500,155505,4.55,2.00E+03,2.79,0.3,1.22,0.71,-0.05,2.1,0.0698,USD,4.65,4.3,4.30 - 4.65,NA,NA,NA,1.16E+07,-0.39,0.07,0.02,0.16,NA,4.07E+07,4.65,5/2/17,4.6,100,12:16pm - <b>4.60</b>,2.5,2.69E+08,3.38,3.89,"RTI Surgical, Inc.",4.3,NA,3.81,0.3625,0.1825,-0.0108,0.84,4.3,1.54,65.71,28.75,0.91,2.50 - 4.65,2.75E+08,5.85E+07,6.73,NMS,5.33,110178,0.004315466
RTK,Basic Industries,0.51,3100,577030,0.4817,4.00E+03,6.361,-0.034825,-1.172285,-0.010625,-3.486625,0.120175,-0.06720372,USD,0.5193,0.46,0.460000 - 0.519300,12/27/12,0,0,-2.13E+07,6.61,12.24,0,-1.22,12/18/12,1.70E+07,3.97,5/2/17,0.483375,1.00E+03,12:17pm - <b>0.483375</b>,0.3632,1.12E+07,1.65566,0.494,"Rentech, Inc.",0.5,0.073128,0,-0.70804695,-0.02150805,-0.8782431,0.3308783,0.5182,0.081465,NA,NA,0.079753,0.363200 - 3.970000,1.51E+08,2.32E+07,0.85,NCM,2.2,204894,-0.026430861
RTNB,Consumer Services,5.54,400,25831,5.24,100,0.667,0.5842,-3.3002,-0.5472,-13.2158,1.5942,0.11802,USD,5.5342,5.05,5.0500 - 5.5342,NA,NA,NA,-16760000,-5.521,NA,0,NA,NA,4.86E+06,18.75,5/2/17,5.5342,225,12:15pm - <b>5.5342</b>,3.94,3.38E+07,8.8344,6.0814,"root9B Holdings, Inc.",5.1,NA,0,-0.373563,-0.089984,-0.704843,0.404619,4.95,7.4213,NA,NA,2.9491,3.9400 - 18.7500,1.02E+07,6.10E+06,2.63,NCM,0.9,8820,-0.013488189
RTRX,Health Care,19.24,200,403521,19.21,100,8.12,-0.19,-0.36,0.84,-5.31,5.77,-0.0098,USD,19.53,18.97,18.97 - 19.53,NA,NA,NA,-1.85E+07,-1.29,-1.18,-0.26,-1.25,NA,2.35E+07,24.57,5/2/17,19.26,100,12:15pm - <b>19.26</b>,13.49,7.34E+08,19.62,18.42,"Retrophin, Inc.",19.53,NA,-0.83,-0.0182,0.0457,-0.2161,0.4277,19.45,2.4,NA,NA,5.55,13.49 - 24.57,1.34E+08,3.81E+07,11.48,NGM,33.33,45071,-7.75E-04
RUN,Capital Goods,5.24,2500,1015870,5.23,1900,6.45,-0.15,-0.22,0.07,-2.85,1.08,-0.0279,USD,5.43,5.19,5.19 - 5.43,NA,NA,NA,-1.11E+08,0.87,0.94,0.3,1.21,NA,7.34E+07,8.08,5/2/17,5.23,100,12:18pm - <b>5.23</b>,4.15,5.47E+08,5.45,5.16,Sunrun Inc.,5.36,6.01,-0.18,-0.04,0.0128,-0.3527,0.2602,5.38,0.83,5.56,4.32,1.24,4.15 - 8.08,4.54E+08,1.05E+08,12.43,NMS,9.85,384079,-0.00241186
RUSHB,Consumer Durables,34.56,100,24070,34.38,100,22.21,-0.09,4.65,2.85,-1.33,17,-0.0026,USD,34.57,34.37,34.37 - 34.57,NA,NA,NA,2.51E+08,1.3,0.59,0,NA,NA,3.55E+07,35.74,5/2/17,34.41,100,11:51am - <b>34.41</b>,17.41,1.37E+09,29.76,31.56,"Rush Enterprises, Inc.",34.61,26.41,0,0.1561,0.0905,-0.0372,0.9765,34.5,1.55,NA,NA,0.33,17.41 - 35.74,4190000000,3.97E+07,5.76,NMS,NA,3618,0.002565303
RUTH,Consumer Services,20.15,500,278459,20.1,1.00E+03,2.592,-0.005,2.304,0.278,-0.405,6.405,-2.50E-04,USD,20.3,20,20.000 - 20.300,3/9/17,0.36,1.81,6.10E+07,0.951,1.06,0.26,1.13,2/21/17,2.83E+07,20.55,5/2/17,20.145,520,12:06pm - <b>20.145</b>,13.74,6.15E+08,17.841,19.867,"Ruth's Hospitality Group, Inc.",20.2,21.183,1.27,0.12914,0.01399,-0.01971,0.46616,20.15,7.774,19.005,17.827,1.595,13.740 - 20.550,3.86E+08,3.06E+07,1.73,NMS,19.25,50471,0.002497969
RVLT,Consumer Durables,7.84,100,75721,7.8,2100,6.02,-0.21,1.17,-0.09,-1.36,2.6,-0.0262,USD,7.89,7.3,7.30 - 7.89,NA,NA,NA,1.20E+07,-0.03,0.39,0.03,0.68,NA,1.21E+07,9.17,5/2/17,7.81,100,12:16pm - <b>7.81</b>,5.21,1.63E+08,6.64,7.9,Revolution Lighting Technologie,7.5,NA,0,0.1756,-0.0117,-0.1483,0.499,8.02,1.33,20.03,11.49,0.97,5.21 - 9.17,1.72E+08,2.09E+07,21.22,NCM,14,147171,0.006090589
RWLK,Health Care,1.4,11800,116436,1.35,6100,0.506,-0.1,-1.213,-0.526,-8.854,0.075,-0.0678,USD,1.5,1.3,1.300 - 1.500,NA,NA,NA,-2.98E+07,-2.466,-1.62,-0.41,-1.26,NA,1.21E+07,10.229,5/2/17,1.375,100,12:16pm - <b>1.375</b>,1.3,2.25E+07,2.588,1.901,ReWalk Robotics Ltd,1.45,NA,0,-0.46877,-0.27659,-0.86558,0.05761,1.475,2.915,NA,NA,4.109,1.300 - 10.229,5.87E+06,1.64E+07,2.8,NGM,5.9,192938,-0.008160043
RYAAY,Transportation,93.17,400,264570,93.1,400,21.11,1.28,10.69,7.42,-0.57,27.08,0.0139,USD,93.74,92.35,92.35 - 93.74,11/27/15,0,0,2.17E+09,5.49,5.56,1.29,6.1,10/28/15,2.35E+08,93.74,5/2/17,93.17,100,12:15pm - <b>93.17</b>,66.09,2.30E+10,82.48,85.75,Ryanair Holdings plc,92.35,16.96,0.68,0.1297,0.0865,-0.0061,0.4097,91.89,4.35,16.76,15.27,3.19,66.09 - 93.74,7.12E+09,2.47E+08,2.3,NMS,91.4,267738,0.002110489
SABR,Technology,23.94,100,4304240,23.91,200,2.25,0.31,0.15,2.1,-5.69,3.85,0.0131,USD,24.37,23.73,23.73 - 24.37,3/30/17,0.56,2.39,7.26E+08,0.86,1.37,0.36,1.5,3/17/17,1.92E+08,29.63,5/2/17,23.94,100,12:17pm - <b>23.94</b>,20.09,6.63E+09,23.79,21.84,Sabre Corporation,23.83,27.84,1.7,0.0065,0.096,-0.192,0.1916,23.63,10.5,17.47,15.96,1.94,20.09 - 29.63,3.37E+09,2.77E+08,5.64,NMS,25.7,3572059,0.002086846
SAEX,Energy,5.25,200,149652,5.23,1.00E+03,3.68,-0.24,-1.54,-0.33,-98.7,0.84,-0.0437,USD,5.53,5.18,5.18 - 5.53,NA,NA,NA,3.37E+07,-6.13,0.04,0,0.33,NA,3.54E+06,103.95,5/2/17,5.25,200,12:10pm - <b>5.25</b>,4.41,4.91E+07,6.79,5.58,"SAExploration Holdings, Inc.",5.5,NA,0,-0.2266,-0.0594,-0.9495,0.1905,5.49,1.49,NA,NA,0.25,4.41 - 103.95,2.06E+08,9.36E+06,3.78,NGM,580.5,51220,1.95E-04
SAFM,Consumer Non-Durables,114.95,100,406236,114.79,200,53.37,0.06,21.1,10.32,-1.72,40.88,5.00E-04,USD,115.16,113.48,113.48 - 115.16,5/23/17,0.96,0.83,3.98E+08,8.91,8.89,2.7,8.59,1/27/17,2.00E+07,116.67,5/2/17,114.95,100,12:17pm - <b>114.95</b>,74.07,2.61E+09,93.85,104.63,"Sanderson Farms, Inc.",115.02,12.91,1.44,0.2248,0.0986,-0.0147,0.5519,114.89,2.15,12.93,13.38,0.9,74.07 - 116.67,2.90E+09,2.27E+07,14.54,NMS,103.86,153667,0.004239233
SAFT,Finance,71.2,100,50785,71.05,100,44.27,0,0.23,1.13,-3.9,16.1,0,USD,71.75,71,71.00 - 71.75,3/15/17,2.8,3.89,1.07E+08,4.27,4.08,1.48,4.2,2/27/17,1.44E+07,75.05,5/2/17,71.15,100,12:08pm - <b>71.15</b>,55.05,1.08E+09,70.92,70.02,"Safety Insurance Group, Inc.",71,16.66,1.18,0.0032,0.0162,-0.052,0.2924,71.15,1.61,17.44,16.94,1.31,55.05 - 75.05,8.20E+08,1.52E+07,1.49,NMS,60,9142,-1.66E-06
SAIA,Transportation,46.6,200,181085,46.55,200,19.2,-0.55,2.78,2.08,-4.2,23.33,-0.0117,USD,47.4,46.15,46.15 - 47.40,NA,NA,NA,1.55E+08,1.87,2.11,0.59,2.52,NA,2.49E+07,50.8,5/2/17,46.6,100,12:16pm - <b>46.60</b>,23.27,1.17E+09,43.82,44.52,"Saia, Inc.",47.25,24.92,1.4,0.0634,0.0468,-0.0827,1.0026,47.15,2.46,22.09,18.49,0.97,23.27 - 50.80,1.22E+09,2.52E+07,3.38,NMS,48.5,64761,3.87E-06
SALE,Consumer Services,11.6,4800,699354,11.55,530200,9.938,0,2.325,2.143,-1.355,4.885,0,USD,11.6,11.55,11.550 - 11.600,NA,NA,NA,3.11E+07,0.04,0.55,0.07,0.56,NA,3.82E+07,12.93,5/2/17,11.575,100,12:17pm - <b>11.575</b>,6.69,5.54E+08,9.25,9.432,"RetailMeNot, Inc.",11.6,289.375,-2.76,0.25136,0.22724,-0.1048,0.73019,11.575,1.165,21.045,20.67,1.975,6.690 - 12.930,2.80E+08,4.79E+07,1.74,NMS,10.95,204259,0.006291623
SALM,Consumer Services,7.45,400,39951,7.4,200,8.392,-0.025,0.907,0.202,-0.675,2.425,-0.00336,USD,7.65,7.4,7.400 - 7.650,3/31/17,0.26,3.4,4.86E+07,0.34,0.49,0.11,0.66,3/16/17,1.09E+07,8.1,5/2/17,7.425,100,12:12pm - <b>7.425</b>,5,1.93E+08,6.518,7.223,"Salem Media Group, Inc.",7.4,21.838,2.23,0.13914,0.02799,-0.08333,0.485,7.45,0.888,15.153,11.25,0.706,5.000 - 8.100,2.74E+08,2.60E+07,2.72,NGM,9,7967,0.002493785
SAMG,Finance,13.75,100,9626,13.55,200,5.859,-0.475,0.271,0.191,-1.075,2.358,-0.03417,USD,13.498,13.425,13.425 - 13.498,3/17/17,0.48,3.52,1.75E+07,0.62,0.85,0.21,1.05,3/8/17,6.64E+06,14.5,5/2/17,13.425,100,9:35am - <b>13.425</b>,11.067,1.08E+08,13.154,13.234,Silvercrest Asset Management Gr,13.95,21.653,1,0.02062,0.01441,-0.07414,0.21311,13.9,2.372,15.794,12.786,1.398,11.067 - 14.500,8.03E+07,8.07E+06,6.84,NGM,14,483,5.29E-05
SANM,Technology,36.95,1.00E+03,575223,36.9,300,22.96,-0.6,0.79,-2.53,-4.3,13.45,-0.016,USD,37.81,36.75,36.75 - 37.81,NA,NA,NA,3.39E+08,2.66,3.05,0.79,3.22,NA,7.34E+07,41.25,5/2/17,36.95,100,12:17pm - <b>36.95</b>,23.5,2.76E+09,36.16,39.48,Sanmina Corporation,37.55,13.88,-0.82,0.0219,-0.064,-0.1042,0.5723,37.55,1.64,12.11,11.48,0.42,23.50 - 41.25,6.74E+09,7.48E+07,3.2,NMS,43,255533,-0.001593728
SANW,Consumer Non-Durables,5,17100,52233,4.9,500,3.88,-0.05,0.25,0.23,-0.4,0.8,-0.01,USD,5,4.9,4.90 - 5.00,NA,NA,NA,6.19E+06,-0.07,0.09,0.09,0.16,NA,9.97E+06,5.35,5/2/17,4.95,1.00E+03,11:47am - <b>4.95</b>,4.15,8.89E+07,4.7,4.72,S&W Seed Company,5,NA,3.59,0.0527,0.048,-0.0748,0.1928,5,1.29,55,30.94,0.93,4.15 - 5.35,9.61E+07,1.80E+07,19.63,NCM,8.5,41676,0.002137858
SATS,Technology,58.44,200,215807,58.38,400,41.53,0.33,5.83,2.24,-0.83,22.01,0.0057,USD,58.53,57.94,57.94 - 58.53,NA,NA,NA,8.73E+08,1.92,0.83,0.17,1.09,NA,4.62E+07,59.27,5/2/17,58.44,100,12:10pm - <b>58.44</b>,36.43,5.53E+09,52.61,56.2,EchoStar Corporation,58.33,30.44,14.02,0.1108,0.0398,-0.014,0.604,58.11,1.4,70.41,53.61,1.8,36.43 - 59.27,3.06E+09,9.46E+07,3.28,NMS,68.33,38443,0.001157427
SAUC,Consumer Services,3.01,400,115841,2.99,200,-0.15,0.14,1.37,0.76,-0.04,2.31,0.0488,USD,3.05,2.89,2.89 - 3.05,NA,NA,NA,2.23E+07,-0.23,0.09,0.02,0.21,NA,1.35E+07,3.05,5/2/17,3.01,100,12:09pm - <b>3.01</b>,0.7,8.03E+07,1.64,2.25,Diversified Restaurant Holdings,2.89,NA,1.67,0.8335,0.3393,-0.0131,3.3,2.87,NA,33.44,14.33,0.46,0.70 - 3.05,1.67E+08,2.67E+07,0.18,NCM,3.25,325721,0.009604142
SAVE,Transportation,58.75,100,1115250,58.69,200,20.12,1.11,5.19,5.34,-1.69,21.54,0.0193,USD,58.79,57.4,57.40 - 58.79,NA,NA,NA,5.48E+08,3.76,4.15,1.49,4.75,NA,6.91E+07,60.4,5/2/17,58.71,100,12:17pm - <b>58.71</b>,37.17,4070000000,53.52,53.37,"Spirit Airlines, Inc.",57.4,15.61,1.48,0.0971,0.1,-0.028,0.5795,57.6,2.86,14.15,12.36,1.72,37.17 - 60.40,2.32E+09,6.93E+07,3.23,NMS,67.75,392317,0.001955311
SBAC,Consumer Services,129.56,200,1122390,129.46,100,-16.5,2.24,19.53,8.61,-1.29,33.83,0.0176,USD,130.78,127.61,127.61 - 130.78,NA,NA,NA,1.06E+09,0.61,0.94,0.25,1.59,NA,1.20E+08,130.78,5/2/17,129.49,100,12:17pm - <b>129.49</b>,95.66,1.57E+10,109.96,120.88,SBA Communications Corporation,129.01,212.28,2.67,0.1776,0.0712,-0.0099,0.3536,127.25,NA,137.76,81.44,9.43,95.66 - 130.78,1.63E+09,1.21E+08,3.88,NMS,135.94,711511,0.003027504
SBGI,Consumer Services,38.2,1.00E+03,1479020,38.15,600,6.517,-0.225,3.592,-1.726,-4.875,14.025,-0.00586,USD,38.575,37.65,37.650 - 38.575,3/15/17,0.72,1.83,8.81E+08,2.6,2.2,0.61,3.48,2/27/17,6.64E+07,43.05,5/2/17,38.175,100,12:17pm - <b>38.175</b>,24.15,3.45E+09,34.583,39.901,"Sinclair Broadcast Group, Inc.",38.55,14.683,8.73,0.10387,-0.04327,-0.11324,0.58075,38.4,5.892,17.352,10.97,1.267,24.150 - 43.050,2.74E+09,9.03E+07,2.2,NMS,44,721606,0.001906178
SBLK,Transportation,9.23,300,639080,9.22,100,18.32,-0.44,1.52,-1.61,-4.17,6.62,-0.0455,USD,9.56,9.01,9.01 - 9.56,9/18/12,0,0,1.54E+07,-3.24,-0.63,-0.2,0.05,9/6/12,1.78E+07,13.4,5/2/17,9.23,100,12:17pm - <b>9.23</b>,2.61,5.82E+08,7.71,10.84,Star Bulk Carriers Corp.,9.53,NA,1.02,0.1969,-0.1483,-0.3112,2.5357,9.67,0.53,NA,184.6,2.75,2.61 - 13.40,2.22E+08,6.31E+07,1.6,NMS,11.47,409403,0.004411245
SBLKL,Transportation,24.79,100,16382,24.56,100,10.549,0.2399,2.2379,0.4819,-0.3569,11.1874,0.009772,USD,24.8699,24.7899,24.7899 - 24.8699,5/15/17,NA,NA,3.39E+07,-0.201,NA,0,NA,NA,3.87E+07,25.1468,5/2/17,24.7899,600,11:48am - <b>24.7899</b>,13.6025,4.96E+10,22.552,24.308,Star Bulk Carriers Corp.,24.56,NA,0,0.099233,0.019825,-0.014193,0.822452,24.55,2.3272,NA,NA,333.1366,13.6025 - 25.1468,1.47E+08,2.00E+09,0,NMS,NA,2113,0.001728314
SBRA,Consumer Services,27.03,100,514887,27.01,300,15.56,0.03,1.88,-0.73,-2.08,8.22,0.0011,USD,27.16,26.84,26.84 - 27.16,2/28/17,1.68,5.92,2.28E+08,0.92,1.43,0.37,1.33,2/13/17,6.36E+07,29.1,5/2/17,27.02,100,12:16pm - <b>27.02</b>,18.8,1.76E+09,25.14,27.75,"Sabra Healthcare REIT, Inc.",27.11,29.37,3.33,0.0747,-0.0263,-0.0715,0.4376,26.99,1.74,18.9,20.32,6.76,18.80 - 29.10,260530000,6.53E+07,14.05,NMS,27.28,221029,0.001409556
SBRAP,Consumer Services,25.88,200,7939,25.81,100,15.56,-0.05,0.16,-0.11,-1.72,2.57,-0.0019,USD,25.89,25.85,25.85 - 25.89,2/28/17,1.78,6.85,2.28E+08,0.92,NA,0,NA,2/13/17,6.36E+07,27.57,5/2/17,25.85,100,12:00pm - <b>25.85</b>,23.28,1.69E+09,25.69,25.96,"Sabra Healthcare REIT, Inc.",25.88,28.1,0,0.0061,-0.004,-0.0624,0.1104,25.9,1.67,NA,NA,6.49,23.28 - 27.57,260530000,6.53E+07,0,NMS,NA,1700,3.34E-04
SBUX,Consumer Services,60.29,800,9757060,60.28,1100,4.03,0.11,3.66,2.41,-1.65,9.45,0.0018,USD,60.35,60.04,60.04 - 60.35,5/26/17,0.9,1.46,5.01E+09,2.02,2.13,0.61,2.42,2/7/17,1.42E+09,61.94,5/2/17,60.29,200,12:18pm - <b>60.29</b>,50.84,8.78E+10,56.63,57.88,Starbucks Corporation,60.14,29.82,1.81,0.0646,0.0417,-0.0266,0.1859,60.18,14.94,28.31,24.91,3.99,50.84 - 61.94,2.20E+10,1.46E+09,1.49,NMS,64.48,3148720,0.001171119
SCHL,Consumer Services,43.37,100,125454,43.28,500,36.44,-0.13,-0.89,-0.13,-6.06,8.12,-0.003,USD,43.61,43.16,43.16 - 43.61,6/15/17,0.6,1.35,129200000,1.33,1.68,0,1.41,4/26/17,3.03E+07,49.38,5/2/17,43.32,100,12:15pm - <b>43.32</b>,35.2,1.51E+09,44.21,43.45,Scholastic Corporation,43.47,32.65,2.9,-0.0202,-0.0029,-0.1227,0.2307,43.45,1.19,25.79,30.72,0.86,35.20 - 49.38,1.76E+09,3.48E+07,10.22,NMS,44,36476,-0.001382021
SCHN,Consumer Durables,19.05,800,459861,19,100,18.11,0,-5,-0.96,-11.6,4.17,0,USD,19.3,18.89,18.89 - 19.30,2/21/17,0.75,3.97,8.87E+07,1.33,1.08,0.32,1.15,2/2/17,2.64E+07,30.6,5/2/17,19,100,12:14pm - <b>19.00</b>,14.83,522960000,24,19.96,"Schnitzer Steel Industries, Inc",19.05,14.24,1.74,-0.2085,-0.0483,-0.3791,0.2812,19,1.05,17.59,16.52,0.36,14.83 - 30.60,1.46E+09,2.75E+07,3.52,NMS,21,91062,-0.006856021
SCKT,Technology,4.19,1900,28043,4.16,1.70E+04,2.75,-0.07,0.29,-0.17,-0.72,1.79,-0.0165,USD,4.28,4.18,4.18 - 4.28,NA,NA,NA,2.84E+06,1.8,NaN,0,NA,NA,5.19E+06,4.9,5/2/17,4.18,100,11:55am - <b>4.18</b>,2.39,2.48E+07,3.89,4.35,SOCKET MOBILE INC,4.25,2.32,0,0.0743,-0.0396,-0.1469,0.749,4.25,1.54,NA,NA,1.21,2.39 - 4.90,2.08E+07,5.94E+06,0.67,NCM,0,3850,0.001424183
SCLN,Health Care,9.8,1200,219659,9.75,1400,4.2,-0.2,-0.19,0.06,-5.27,1.2,-0.0201,USD,9.95,9.65,9.65 - 9.95,NA,NA,NA,3.42E+07,0.58,0.64,0.16,0.81,NA,4.64E+07,15.02,5/2/17,9.75,100,12:16pm - <b>9.75</b>,8.55,5.02E+08,9.94,9.69,"SciClone Pharmaceuticals, Inc.",9.95,16.81,1.1,-0.019,0.0058,-0.3511,0.1404,9.95,2.37,15.23,12.04,3.2,8.55 - 15.02,1.60E+08,5.15E+07,6.82,NMS,14,43103,-1.28E-04
SCMP,Health Care,10.15,1900,885782,10.1,400,3.85,-0.35,-2.27,-0.24,-7.44,0.8,-0.0335,USD,10.48,10,10.00 - 10.48,NA,NA,NA,1.27E+08,0.42,1.09,0.25,1.27,NA,2.73E+07,17.55,5/2/17,10.1,100,12:17pm - <b>10.10</b>,9.3,4.38E+08,12.37,10.34,"Sucampo Pharmaceuticals, Inc.",10.45,23.82,0.69,-0.1834,-0.0229,-0.4243,0.086,10.45,2.71,9.27,7.95,1.97,9.30 - 17.55,2.30E+08,4.34E+07,5.16,NGM,17.79,234306,-0.0024563
SCSC,Technology,39.7,200,122556,39.6,300,31.19,-0.2,0.54,0.62,-5.35,10.55,-0.005,USD,40.45,39.45,39.45 - 40.45,NA,NA,NA,1.07E+08,2.51,2.84,0.75,3.19,NA,2.51E+07,44.95,5/2/17,39.6,100,12:08pm - <b>39.60</b>,29.05,1.00E+09,39.06,38.98,"ScanSource, Inc.",39.9,15.8,1.49,0.0138,0.0158,-0.119,0.3632,39.8,1.28,13.94,12.41,0.29,29.05 - 44.95,3.51E+09,2.53E+07,2.79,NMS,46.63,22442,-0.001757628
SCSS,Consumer Durables,30.74,200,1256020,30.7,600,3.22,-0.16,7.81,4.57,-2.55,12.79,-0.0052,USD,31.07,30.32,30.32 - 31.07,NA,NA,NA,1.52E+08,1.38,1.4,0.61,1.72,NA,4.08E+07,33.29,5/2/17,30.74,113,12:16pm - <b>30.74</b>,17.95,1.28E+09,22.93,26.17,Select Comfort Corporation,30.96,22.31,1.78,0.3408,0.1745,-0.0766,0.7125,30.9,9.6,21.96,17.87,0.95,17.95 - 33.29,1.35E+09,4.17E+07,9.3,NMS,25.58,306903,0.007143277
SCVL,Consumer Services,25.48,100,120810,25.42,200,17.58,0.42,-0.76,0.51,-6.31,4.32,0.0168,USD,25.48,24.99,24.99 - 25.48,4/24/17,0.28,1.1,6.61E+07,1.28,1.53,0.23,1.65,4/6/17,1.20E+07,31.79,5/2/17,25.48,100,12:17pm - <b>25.48</b>,21.16,4.51E+08,26.24,24.97,"Shoe Carnival, Inc.",25.13,19.94,1.12,-0.0289,0.0205,-0.1985,0.2042,25.06,1.43,16.65,15.44,0.44,21.16 - 31.79,1.00E+09,1.77E+07,3.49,NMS,25.5,32376,4.10E-05
